phase,algo,servers,load_frac,load_pct,probe_rate,probe_label,effective_async_probes,target_qps,workers,bin_seconds,bin_index,timestamp,elapsed_s,p50_us,p90_us,p99_us,p99_9_us,avg_us,total_responses,ok_responses,error_responses,response_qps,error_qps,status_dist
5,prequal,20,1.5,150,1.0,1,1,750,30,5,36,2026-07-06T07:42:39.138,1291.384,12500.0,53100.0,89000.0,105400.0,26232.775644541965,3646,3646,0,729.2,0.0,"{""200"": 3646}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,37,2026-07-06T07:42:44.138,1296.384,12500.0,50900.0,83500.0,99600.0,24084.659090909092,3696,3696,0,739.2,0.0,"{""200"": 3696}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,38,2026-07-06T07:42:49.138,1301.384,12400.0,51500.0,86900.0,99000.0,24915.957446808512,3666,3666,0,733.2,0.0,"{""200"": 3666}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,39,2026-07-06T07:42:54.138,1306.384,12400.0,52800.0,87800.0,101700.0,25506.17486338798,3660,3660,0,732.0,0.0,"{""200"": 3660}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,40,2026-07-06T07:42:59.138,1311.384,12500.0,51300.0,88500.0,106700.0,24871.65117550574,3658,3658,0,731.6,0.0,"{""200"": 3658}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,41,2026-07-06T07:43:04.138,1316.384,12600.0,51100.0,83500.0,110000.0,24184.086603518266,3695,3695,0,739.0,0.0,"{""200"": 3695}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,42,2026-07-06T07:43:09.138,1321.384,12600.0,52200.0,88000.0,116300.0,24927.903798852145,3661,3659,2,732.2,0.4,"{""200"": 3659, ""503"": 2}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,43,2026-07-06T07:43:14.138,1326.384,12400.0,51400.0,88200.0,112900.0,24948.907700709995,3665,3662,3,733.0,0.6,"{""200"": 3662, ""503"": 3}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,44,2026-07-06T07:43:19.138,1331.384,12500.0,51300.0,86400.0,105500.0,25094.284933005194,3657,3657,0,731.4,0.0,"{""200"": 3657}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,45,2026-07-06T07:43:24.138,1336.384,12500.0,51200.0,86700.0,110100.0,24886.03825136612,3660,3660,0,732.0,0.0,"{""200"": 3660}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,46,2026-07-06T07:43:29.138,1341.384,12400.0,51300.0,88400.0,123900.0,25108.907103825135,3660,3660,0,732.0,0.0,"{""200"": 3660}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,47,2026-07-06T07:43:34.138,1346.384,12400.0,51500.0,86000.0,99500.0,25166.02232507487,3673,3673,0,734.6,0.0,"{""200"": 3673}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,0,2026-07-06T07:44:10.448,1382.693,13500.0,63799.99999999999,103000.0,126200.0,32308.288928359976,3380,3378,2,676.0,0.4,"{""200"": 3378, ""503"": 2}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,1,2026-07-06T07:44:15.448,1387.693,13600.0,62100.0,94400.0,111200.0,31737.20255368543,3446,3446,0,689.2,0.0,"{""200"": 3446}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,2,2026-07-06T07:44:20.448,1392.693,38600.0,63000.0,94400.0,120000.0,32246.839498980484,3434,3433,1,686.8,0.2,"{""200"": 3433, ""503"": 1}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,3,2026-07-06T07:44:25.448,1397.693,13000.0,62100.0,97300.0,126200.0,31327.976878612717,3461,3460,1,692.2,0.2,"{""200"": 3460, ""503"": 1}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,4,2026-07-06T07:44:30.448,1402.693,38900.0,65199.99999999999,97100.0,118800.0,32853.87562628942,3399,3393,6,679.8,1.2,"{""200"": 3393, ""503"": 6}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,5,2026-07-06T07:44:35.448,1407.693,13200.0,63000.0,98100.0,113700.0,31632.24774643792,3439,3439,0,687.8,0.0,"{""200"": 3439}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,6,2026-07-06T07:44:40.448,1412.693,37800.0,63900.0,104700.0,124700.0,32446.368715083798,3409,3401,8,681.8,1.6,"{""200"": 3401, ""503"": 8}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,7,2026-07-06T07:44:45.448,1417.693,14000.0,62700.00000000001,96500.0,108200.0,32076.193247962747,3437,3436,1,687.4,0.2,"{""200"": 3436, ""503"": 1}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,8,2026-07-06T07:44:50.448,1422.693,38600.0,66700.0,101200.0,115700.0,32977.386196769454,3405,3405,0,681.0,0.0,"{""200"": 3405}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,9,2026-07-06T07:44:55.448,1427.693,13200.0,62700.00000000001,98400.0,121500.0,31729.935934769946,3436,3434,2,687.2,0.4,"{""200"": 3434, ""503"": 2}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,10,2026-07-06T07:45:00.448,1432.693,13300.0,62700.00000000001,96500.0,118600.0,31549.754264238218,3463,3459,4,692.6,0.8,"{""200"": 3459, ""503"": 4}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,11,2026-07-06T07:45:05.448,1437.693,13700.0,64199.99999999999,94800.0,114700.0,31984.109429569267,3436,3436,0,687.2,0.0,"{""200"": 3436}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,12,2026-07-06T07:45:10.448,1442.693,14400.0,65700.0,101000.0,124200.0,32500.529567519858,3400,3399,1,680.0,0.2,"{""200"": 3399, ""503"": 1}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,13,2026-07-06T07:45:15.448,1447.693,38300.0,64900.0,94800.0,107800.0,32296.261953057085,3451,3451,0,690.2,0.0,"{""200"": 3451}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,14,2026-07-06T07:45:20.448,1452.693,14400.0,67200.0,104200.0,122900.0,32753.43151693667,3396,3395,1,679.2,0.2,"{""200"": 3395, ""503"": 1}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,15,2026-07-06T07:45:25.448,1457.693,13700.0,63799.99999999999,97700.0,109400.0,32210.04098360656,3416,3416,0,683.2,0.0,"{""200"": 3416}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,16,2026-07-06T07:45:30.448,1462.693,13000.0,63400.0,95400.0,114200.0,31472.74044032445,3452,3452,0,690.4,0.0,"{""200"": 3452}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,17,2026-07-06T07:45:35.448,1467.693,13100.0,64400.0,103600.0,122300.0,31838.33284414441,3409,3407,2,681.8,0.4,"{""200"": 3407, ""503"": 2}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,18,2026-07-06T07:45:40.448,1472.693,14600.0,63600.00000000001,98700.0,127800.0,32423.970802919706,3427,3425,2,685.4,0.4,"{""200"": 3425, ""503"": 2}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,19,2026-07-06T07:45:45.448,1477.693,13200.0,64900.0,103500.0,120600.0,32213.468309859156,3409,3408,1,681.8,0.2,"{""200"": 3408, ""503"": 1}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,20,2026-07-06T07:45:50.448,1482.693,38800.0,68600.0,101900.0,127800.0,33442.116182572616,3375,3374,1,675.0,0.2,"{""200"": 3374, ""503"": 1}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,21,2026-07-06T07:45:55.448,1487.693,38200.0,62900.0,92600.0,109300.0,32051.31922296318,3450,3449,1,690.0,0.2,"{""200"": 3449, ""503"": 1}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,22,2026-07-06T07:46:00.448,1492.693,13100.0,64500.0,102800.0,127000.0,31834.965034965036,3432,3432,0,686.4,0.0,"{""200"": 3432}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,23,2026-07-06T07:46:05.448,1497.693,13100.0,61900.0,96000.0,122100.0,31403.41237709659,3461,3458,3,692.2,0.6,"{""200"": 3458, ""503"": 3}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,24,2026-07-06T07:46:10.448,1502.693,13500.0,64699.99999999999,105900.0,131300.0,32429.3093270366,3391,3388,3,678.2,0.6,"{""200"": 3388, ""503"": 3}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,25,2026-07-06T07:46:15.448,1507.693,36800.0,62799.99999999999,91200.0,112000.0,31929.095637099104,3462,3461,1,692.4,0.2,"{""200"": 3461, ""503"": 1}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,26,2026-07-06T07:46:20.448,1512.693,13700.0,64000.0,94100.0,117100.0,32158.987783595112,3438,3438,0,687.6,0.0,"{""200"": 3438}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,27,2026-07-06T07:46:25.448,1517.693,38000.0,67000.0,102300.0,119600.0,32922.74207876814,3380,3377,3,676.0,0.6,"{""200"": 3377, ""503"": 3}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,28,2026-07-06T07:46:30.448,1522.693,38600.0,64900.0,101000.0,128399.99999999999,32810.334703464476,3406,3406,0,681.2,0.0,"{""200"": 3406}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,29,2026-07-06T07:46:35.448,1527.693,13100.0,62200.0,105200.0,124400.0,31653.44376634699,3442,3441,1,688.4,0.2,"{""200"": 3441, ""503"": 1}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,30,2026-07-06T07:46:40.448,1532.693,13100.0,64500.0,103300.0,115900.0,31955.141010575793,3405,3404,1,681.0,0.2,"{""200"": 3404, ""503"": 1}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,31,2026-07-06T07:46:45.448,1537.693,14900.0,62100.0,98200.0,121400.0,32192.54730713246,3435,3435,0,687.0,0.0,"{""200"": 3435}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,32,2026-07-06T07:46:50.448,1542.693,13000.0,62000.0,93100.0,115900.0,31143.695777906305,3460,3458,2,692.0,0.4,"{""200"": 3458, ""503"": 2}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,33,2026-07-06T07:46:55.448,1547.693,13300.0,64800.0,98000.0,128200.00000000001,32136.35297566696,3411,3411,0,682.2,0.0,"{""200"": 3411}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,34,2026-07-06T07:47:00.448,1552.693,13400.0,62500.0,96500.0,120800.0,31664.91888760139,3452,3452,0,690.4,0.0,"{""200"": 3452}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,35,2026-07-06T07:47:05.448,1557.693,14400.0,62900.0,94600.0,123200.0,31868.44238563984,3454,3454,0,690.8,0.0,"{""200"": 3454}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,36,2026-07-06T07:47:10.448,1562.693,13800.0,66300.0,96600.0,113500.0,32596.788450206248,3395,3394,1,679.0,0.2,"{""200"": 3394, ""503"": 1}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,37,2026-07-06T07:47:15.448,1567.693,13000.0,62300.0,95200.0,116300.0,31223.323699421966,3461,3460,1,692.2,0.2,"{""200"": 3460, ""503"": 1}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,38,2026-07-06T07:47:20.448,1572.693,12800.0,62000.0,96900.0,110700.0,30921.847041847042,3465,3465,0,693.0,0.0,"{""200"": 3465}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,39,2026-07-06T07:47:25.448,1577.693,14100.0,64199.99999999999,96200.0,122800.0,32244.337419731466,3426,3426,0,685.2,0.0,"{""200"": 3426}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,40,2026-07-06T07:47:30.448,1582.693,13500.0,61400.0,98000.0,128200.00000000001,31584.943429068757,3449,3447,2,689.8,0.4,"{""200"": 3447, ""503"": 2}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,41,2026-07-06T07:47:35.448,1587.693,37800.0,63100.0,99400.0,120000.0,32290.99912612875,3434,3433,1,686.8,0.2,"{""200"": 3433, ""503"": 1}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,42,2026-07-06T07:47:40.448,1592.693,37100.0,66500.0,100500.0,119000.0,32768.02480070859,3388,3387,1,677.6,0.2,"{""200"": 3387, ""503"": 1}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,43,2026-07-06T07:47:45.448,1597.693,13700.0,64199.99999999999,94100.0,112100.0,32021.663274207618,3439,3439,0,687.8,0.0,"{""200"": 3439}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,44,2026-07-06T07:47:50.448,1602.693,13500.0,62900.0,99000.0,122400.0,31685.664538595473,3447,3446,1,689.4,0.2,"{""200"": 3446, ""503"": 1}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,45,2026-07-06T07:47:55.448,1607.693,38000.0,65199.99999999999,94300.0,119000.0,32512.540287137417,3417,3413,4,683.4,0.8,"{""200"": 3413, ""503"": 4}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,46,2026-07-06T07:48:00.448,1612.693,14300.0,65700.0,94800.0,124000.0,32262.68613138686,3425,3425,0,685.0,0.0,"{""200"": 3425}"
6,prequal,20,1.5,150,0.7071067811865476,sqrt1/2,0,750,30,5,47,2026-07-06T07:48:05.448,1617.693,13000.0,60500.0,94200.0,110600.0,30813.31809088311,3499,3499,0,699.8,0.0,"{""200"": 3499}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,0,2026-07-06T07:48:41.114,1653.359,13300.0,63400.0,94400.0,126700.0,31671.24563445867,3437,3436,1,687.4,0.2,"{""200"": 3436, ""503"": 1}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,1,2026-07-06T07:48:46.114,1658.359,13400.0,62100.0,100200.0,124900.0,31742.86541244573,3460,3455,5,692.0,1.0,"{""200"": 3455, ""503"": 5}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,2,2026-07-06T07:48:51.114,1663.359,13000.0,63900.0,98800.0,128700.00000000001,31751.28429655575,3433,3426,7,686.6,1.4,"{""200"": 3426, ""503"": 7}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,3,2026-07-06T07:48:56.114,1668.359,38800.0,66200.0,100500.0,122800.0,33188.31130690162,3407,3405,2,681.4,0.4,"{""200"": 3405, ""503"": 2}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,4,2026-07-06T07:49:01.114,1673.359,13100.0,64199.99999999999,97400.0,116600.0,31572.79347509467,3433,3433,0,686.6,0.0,"{""200"": 3433}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,5,2026-07-06T07:49:06.114,1678.359,13300.0,63799.99999999999,96600.0,120600.0,31837.87308026659,3454,3451,3,690.8,0.6,"{""200"": 3451, ""503"": 3}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,6,2026-07-06T07:49:11.114,1683.359,13300.0,66200.0,97700.0,118200.0,32170.306569343065,3427,3425,2,685.4,0.4,"{""200"": 3425, ""503"": 2}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,7,2026-07-06T07:49:16.114,1688.359,39500.0,68800.0,103200.0,126000.0,33798.3070983071,3368,3367,1,673.6,0.2,"{""200"": 3367, ""503"": 1}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,8,2026-07-06T07:49:21.114,1693.359,13900.0,66000.0,96800.0,119500.0,32519.337825959567,3413,3413,0,682.6,0.0,"{""200"": 3413}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,9,2026-07-06T07:49:26.114,1698.359,37300.0,66600.0,96600.0,114500.0,32777.69615045548,3403,3403,0,680.6,0.0,"{""200"": 3403}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,10,2026-07-06T07:49:31.114,1703.359,13400.0,63900.0,92100.0,105800.0,31589.372119815667,3473,3472,1,694.6,0.2,"{""200"": 3472, ""503"": 1}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,11,2026-07-06T07:49:36.114,1708.359,38500.0,65600.0,91700.0,102900.0,32600.43604651163,3440,3440,0,688.0,0.0,"{""200"": 3440}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,12,2026-07-06T07:49:41.114,1713.359,13200.0,62799.99999999999,94300.0,122400.0,31570.214617169375,3449,3448,1,689.8,0.2,"{""200"": 3448, ""503"": 1}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,13,2026-07-06T07:49:46.114,1718.359,14300.0,64699.99999999999,101200.0,125200.0,32727.123608670183,3414,3414,0,682.8,0.0,"{""200"": 3414}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,14,2026-07-06T07:49:51.114,1723.359,13300.0,66200.0,104600.0,120700.0,32523.284457478007,3411,3410,1,682.2,0.2,"{""200"": 3410, ""503"": 1}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,15,2026-07-06T07:49:56.114,1728.359,13800.0,65800.0,103200.0,123100.0,32584.397998233737,3402,3397,5,680.4,1.0,"{""200"": 3397, ""503"": 5}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,16,2026-07-06T07:50:01.114,1733.359,13000.0,64100.00000000001,95000.0,119300.0,31634.601975595582,3444,3442,2,688.8,0.4,"{""200"": 3442, ""503"": 2}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,17,2026-07-06T07:50:06.114,1738.359,13600.0,63700.00000000001,96600.0,114800.0,32203.19303338171,3445,3445,0,689.0,0.0,"{""200"": 3445}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,18,2026-07-06T07:50:11.114,1743.359,13700.0,63700.00000000001,94100.0,115000.0,31952.098408104197,3455,3455,0,691.0,0.0,"{""200"": 3455}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,19,2026-07-06T07:50:16.114,1748.359,13400.0,64500.0,97300.0,124700.0,32307.640515222483,3417,3416,1,683.4,0.2,"{""200"": 3416, ""503"": 1}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,20,2026-07-06T07:50:21.114,1753.359,38600.0,66300.0,97600.0,114600.0,32974.353701527616,3405,3404,1,681.0,0.2,"{""200"": 3404, ""503"": 1}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,21,2026-07-06T07:50:26.114,1758.359,13700.0,65700.0,100800.0,121600.0,32581.876832844573,3412,3410,2,682.4,0.4,"{""200"": 3410, ""503"": 2}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,22,2026-07-06T07:50:31.114,1763.359,13600.0,64500.0,95700.0,118900.0,32213.478893740903,3436,3435,1,687.2,0.2,"{""200"": 3435, ""503"": 1}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,23,2026-07-06T07:50:36.114,1768.359,13000.0,63600.00000000001,92800.0,107100.0,31405.911188004615,3468,3468,0,693.6,0.0,"{""200"": 3468}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,24,2026-07-06T07:50:41.114,1773.359,37700.0,67400.0,102600.0,126200.0,33099.49719018042,3385,3381,4,677.0,0.8,"{""200"": 3381, ""503"": 4}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,25,2026-07-06T07:50:46.114,1778.359,13400.0,63200.00000000001,100900.0,118800.0,31885.166908563137,3447,3445,2,689.4,0.4,"{""200"": 3445, ""503"": 2}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,26,2026-07-06T07:50:51.114,1783.359,13900.0,67300.0,99500.0,129000.0,32754.008810572686,3408,3405,3,681.6,0.6,"{""200"": 3405, ""503"": 3}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,27,2026-07-06T07:50:56.114,1788.359,14400.0,66800.0,101200.0,127700.00000000001,33019.504278548244,3392,3389,3,678.4,0.6,"{""200"": 3389, ""503"": 3}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,28,2026-07-06T07:51:01.114,1793.359,13800.0,67600.0,99600.0,128800.0,32842.705882352944,3403,3400,3,680.6,0.6,"{""200"": 3400, ""503"": 3}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,29,2026-07-06T07:51:06.114,1798.359,39100.0,65500.0,93900.0,113100.0,32756.613756613755,3402,3402,0,680.4,0.0,"{""200"": 3402}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,30,2026-07-06T07:51:11.114,1803.359,13000.0,63400.0,94400.0,119500.0,31262.63768115942,3450,3450,0,690.0,0.0,"{""200"": 3450}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,31,2026-07-06T07:51:16.114,1808.359,12900.0,63100.0,95100.0,130300.0,31163.710144927536,3455,3450,5,691.0,1.0,"{""200"": 3450, ""503"": 5}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,32,2026-07-06T07:51:21.114,1813.359,39000.0,66900.0,103100.0,116000.0,33270.96869462493,3388,3386,2,677.6,0.4,"{""200"": 3386, ""503"": 2}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,33,2026-07-06T07:51:26.114,1818.359,13000.0,61500.0,96700.0,118200.0,30963.141301232445,3491,3489,2,698.2,0.4,"{""200"": 3489, ""503"": 2}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,34,2026-07-06T07:51:31.114,1823.359,14600.0,66000.0,98100.0,118300.0,32575.518550978675,3423,3423,0,684.6,0.0,"{""200"": 3423}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,35,2026-07-06T07:51:36.114,1828.359,13800.0,64299.99999999999,97700.0,124700.0,32265.31505250875,3428,3428,0,685.6,0.0,"{""200"": 3428}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,36,2026-07-06T07:51:41.114,1833.359,15100.0,66500.0,100100.0,123400.0,32777.72218952325,3402,3398,4,680.4,0.8,"{""200"": 3398, ""503"": 4}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,37,2026-07-06T07:51:46.114,1838.359,13700.0,65400.0,102800.0,125400.00000000001,32576.48435214975,3423,3419,4,684.6,0.8,"{""200"": 3419, ""503"": 4}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,38,2026-07-06T07:51:51.114,1843.359,37400.0,66700.0,98200.0,127800.0,32865.86879432624,3387,3384,3,677.4,0.6,"{""200"": 3384, ""503"": 3}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,39,2026-07-06T07:51:56.114,1848.359,13600.0,63299.99999999999,92300.0,129099.99999999999,31906.959283857926,3466,3463,3,693.2,0.6,"{""200"": 3463, ""503"": 3}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,40,2026-07-06T07:52:01.114,1853.359,14000.0,66700.0,100500.0,124600.0,32689.486049926578,3406,3405,1,681.2,0.2,"{""200"": 3405, ""503"": 1}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,41,2026-07-06T07:52:06.114,1858.359,38200.0,65300.0,100000.0,117100.0,32659.976628688284,3423,3423,0,684.6,0.0,"{""200"": 3423}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,42,2026-07-06T07:52:11.114,1863.359,13300.0,65800.0,99000.0,123400.0,32445.71512138052,3420,3419,1,684.0,0.2,"{""200"": 3419, ""503"": 1}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,43,2026-07-06T07:52:16.114,1868.359,15500.0,68000.0,101200.0,121300.0,32965.60189293109,3382,3381,1,676.4,0.2,"{""200"": 3381, ""503"": 1}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,44,2026-07-06T07:52:21.114,1873.359,13200.0,64900.0,103500.0,125800.0,31913.442431326708,3427,3422,5,685.4,1.0,"{""200"": 3422, ""503"": 5}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,45,2026-07-06T07:52:26.114,1878.359,13800.0,63700.00000000001,97100.0,120100.0,32174.78286045165,3454,3454,0,690.8,0.0,"{""200"": 3454}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,46,2026-07-06T07:52:31.114,1883.359,14000.0,64100.00000000001,96400.0,120500.0,32166.783420899006,3426,3426,0,685.2,0.0,"{""200"": 3426}"
7,prequal,20,1.5,150,0.5,1/2,0,750,30,5,47,2026-07-06T07:52:36.114,1888.359,38200.0,65300.0,93600.0,113700.0,32453.39353335275,3438,3433,5,687.6,1.0,"{""200"": 3433, ""503"": 5}"
